FID_1（网格编号）,FID_1_1,FID_1_1_1,Id,Are,Count_,Count_1,Count_2,,是否商业,工作2/住宅3,其他0,,FINAL 1商业 2工作 3住宅 0其他,,OBJECTID,FID_,COUNT,AREA,MEAN（人口密度）,
268,268,268,0,1000000,0,0,0,,0,3,0,,0,,202,268,1,754787.5404,979.4227905,3.57077E-05
269,269,269,0,1000000,0,0,0,,0,3,0,,0,,203,269,1,754787.5404,868.2974243,3.16563E-05
270,270,270,0,1000000,0,0,0,,0,3,0,,0,,204,270,2,1509575.081,1081.718262,3.94371E-05
271,271,271,0,1000000,1,0,0,,0,3,3,,3,,205,271,1,754787.5404,1014.335571,3.69805E-05
272,272,272,0,1000000,0,0,0,,0,3,0,,0,,206,272,1,754787.5404,1010.755615,3.685E-05
273,273,273,0,1000000,2,0,0,,0,3,3,,3,,207,273,1,754787.5404,1010.755615,3.685E-05
274,274,274,0,1000000,10,0,10,,0,3,3,,3,,208,274,1,754787.5404,1010.755676,3.685E-05
275,275,275,0,1000000,5,2,3,,1,1,1,,1,,209,275,1,754787.5404,1010.755615,3.685E-05
276,276,276,0,1000000,0,0,0,,0,3,0,,0,,210,276,1,754787.5404,1010.755615,3.685E-05
277,277,277,0,1000000,0,0,0,,0,3,0,,0,,211,277,2,1509575.081,1156.318542,4.21569E-05
278,278,278,0,1000000,0,0,0,,0,3,0,,0,,212,278,1,754787.5404,1678.293823,6.1187E-05
279,279,279,0,1000000,0,0,0,,0,3,0,,0,,213,279,1,754787.5404,2187.902832,7.97663E-05
280,280,280,0,1000000,0,1,0,,1,1,1,,1,,214,280,1,754787.5404,2187.902832,7.97663E-05
281,281,281,0,1000000,0,0,2,,0,2,2,,2,,215,281,1,754787.5404,2186.196533,7.97041E-05
282,282,282,0,1000000,0,0,1,,0,2,2,,2,,216,282,1,754787.5404,1474.870239,5.37706E-05
283,283,283,0,1000000,0,0,0,,0,3,0,,0,,217,283,2,1509575.081,1015.582031,3.7026E-05
284,284,284,0,1000000,0,0,0,,0,3,0,,0,,218,284,1,754787.5404,1015.582031,3.7026E-05
285,285,285,0,1000000,0,0,0,,0,3,0,,0,,219,285,1,754787.5404,1015.58197,3.7026E-05
286,286,286,0,1000000,0,0,0,,0,3,0,,0,,220,286,1,754787.5404,1015.582031,3.7026E-05
287,287,287,0,1000000,0,0,0,,0,3,0,,0,,221,287,1,754787.5404,1015.582031,3.7026E-05
288,288,288,0,1000000,0,0,1,,0,2,2,,2,,222,288,1,754787.5404,1015.582031,3.7026E-05
289,289,289,0,1000000,0,0,0,,0,3,0,,0,,223,289,1,754787.5404,928.2525635,3.38421E-05
290,290,290,0,1000000,0,0,0,,0,3,0,,0,,224,290,2,1509575.081,877.9450989,3.2008E-05
291,291,291,0,1000000,0,0,0,,0,3,0,,0,,225,291,1,754787.5404,877.9450684,3.2008E-05
292,292,292,0,1000000,0,0,0,,0,3,0,,0,,226,292,1,754787.5404,877.9451294,3.2008E-05
293,293,293,0,1000000,0,0,0,,0,3,0,,0,,227,293,1,754787.5404,1047.052002,3.81733E-05
294,294,294,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
295,295,295,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
296,296,296,0,1000000,0,0,0,,0,3,0,,0,,228,296,1,754787.5404,874.6903076,3.18893E-05
297,297,297,0,1000000,0,0,0,,0,3,0,,0,,229,297,1,754787.5404,746.2140503,2.72054E-05
298,298,298,0,1000000,0,0,0,,0,3,0,,0,,230,298,1,754787.5404,746.2140503,2.72054E-05
299,299,299,0,1000000,0,0,0,,0,3,0,,0,,231,299,1,754787.5404,746.2139893,2.72054E-05
300,300,300,0,1000000,0,0,0,,0,3,0,,0,,232,300,2,1509575.081,766.8952942,2.79594E-05
301,301,301,0,1000000,0,0,0,,0,3,0,,0,,233,301,1,754787.5404,862.4914551,3.14446E-05
302,302,302,0,1000000,0,0,0,,0,3,0,,0,,234,302,1,754787.5404,1282.977417,4.67746E-05
303,303,303,0,1000000,0,0,0,,0,3,0,,0,,235,303,1,754787.5404,1224.459717,4.46412E-05
304,304,304,0,1000000,0,0,0,,0,3,0,,0,,236,304,1,754787.5404,1165.908447,4.25065E-05
305,305,305,0,1000000,0,0,0,,0,3,0,,0,,237,305,1,754787.5404,746.2140503,2.72054E-05
306,306,306,0,1000000,0,0,0,,0,3,0,,0,,238,306,1,754787.5404,746.2141113,2.72054E-05
307,307,307,0,1000000,0,0,0,,0,3,0,,0,,239,307,2,1509575.081,881.5591125,3.21398E-05
308,308,308,0,1000000,0,0,0,,0,3,0,,0,,240,308,1,754787.5404,1010.755615,3.685E-05
309,309,309,0,1000000,0,0,0,,0,3,0,,0,,241,309,1,754787.5404,1010.755615,3.685E-05
310,310,310,0,1000000,0,0,0,,0,3,0,,0,,242,310,1,754787.5404,1010.755615,3.685E-05
311,311,311,0,1000000,0,0,0,,0,3,0,,0,,243,311,1,754787.5404,1010.755737,3.685E-05
312,312,312,0,1000000,1,0,0,,0,3,3,,3,,244,312,1,754787.5404,1010.755615,3.685E-05
313,313,313,0,1000000,0,0,0,,0,3,0,,0,,245,313,1,754787.5404,1010.755615,3.685E-05
314,314,314,0,1000000,0,0,0,,0,3,0,,0,,246,314,2,1509575.081,1010.755615,3.685E-05
315,315,315,0,1000000,0,0,0,,0,3,0,,0,,247,315,1,754787.5404,1173.355103,4.2778E-05
316,316,316,0,1000000,0,0,1,,0,2,2,,2,,248,316,1,754787.5404,1466.678589,5.3472E-05
317,317,317,0,1000000,0,0,0,,0,3,0,,0,,249,317,1,754787.5404,1377.009155,5.02028E-05
318,318,318,0,1000000,1,0,3,,0,2,2,,2,,250,318,1,754787.5404,1115.76355,4.06784E-05
319,319,319,0,1000000,2,0,0,,0,3,3,,3,,251,319,1,754787.5404,1015.583679,3.7026E-05
320,320,320,0,1000000,0,0,0,,0,3,0,,0,,252,320,2,1509575.081,1015.582001,3.7026E-05
321,321,321,0,1000000,0,0,1,,0,2,2,,2,,253,321,1,754787.5404,1015.582031,3.7026E-05
322,322,322,0,1000000,0,0,0,,0,3,0,,0,,254,322,1,754787.5404,1015.58197,3.7026E-05
323,323,323,0,1000000,0,0,0,,0,3,0,,0,,255,323,1,754787.5404,1015.582031,3.7026E-05
324,324,324,0,1000000,0,0,0,,0,3,0,,0,,256,324,1,754787.5404,1015.58197,3.7026E-05
325,325,325,0,1000000,0,0,0,,0,3,0,,0,,257,325,1,754787.5404,934.517334,3.40705E-05
326,326,326,0,1000000,0,0,0,,0,3,0,,0,,258,326,1,754787.5404,888.0202637,3.23753E-05
327,327,327,0,1000000,0,0,2,,0,2,2,,2,,259,327,2,1509575.081,877.9450989,3.2008E-05
328,328,328,0,1000000,2,0,1,,0,3,3,,3,,260,328,1,754787.5404,877.9450684,3.2008E-05
329,329,329,0,1000000,0,0,4,,0,2,2,,2,,261,329,1,754787.5404,877.9451294,3.2008E-05
330,330,330,0,1000000,0,0,0,,0,3,0,,0,,262,330,1,754787.5404,1033.901855,3.76939E-05
331,331,331,0,1000000,1,0,0,,0,3,3,,3,,263,331,1,754787.5404,1047.05188,3.81733E-05
332,332,332,0,1000000,0,0,0,,0,3,0,,0,,264,332,1,754787.5404,1047.052002,3.81733E-05
333,333,333,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
334,334,334,0,1000000,0,0,1,,0,2,2,,2,,0,0,0,0,0,0
335,335,335,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
336,336,336,0,1000000,0,0,1,,0,2,2,,2,,265,336,1,754787.5404,1011.314392,3.68704E-05
337,337,337,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
338,338,338,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
339,339,339,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
340,340,340,0,1000000,0,0,0,,0,3,0,,0,,266,340,1,754787.5404,1020.936035,3.72212E-05
341,341,341,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
342,342,342,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
343,343,343,0,1000000,0,0,0,,0,3,0,,0,,267,343,2,1509575.081,746.2140503,2.72054E-05
344,344,344,0,1000000,0,0,0,,0,3,0,,0,,268,344,2,1509575.081,746.2140503,2.72054E-05
345,345,345,0,1000000,0,0,0,,0,3,0,,0,,269,345,2,1509575.081,746.2140808,2.72054E-05
346,346,346,0,1000000,0,0,0,,0,3,0,,0,,270,346,4,3019150.162,746.2140503,2.72054E-05
347,347,347,0,1000000,4,0,4,,0,3,3,,3,,271,347,2,1509575.081,746.2140808,2.72054E-05
348,348,348,0,1000000,1,0,0,,0,3,3,,3,,272,348,2,1509575.081,746.2140503,2.72054E-05
349,349,349,0,1000000,0,0,0,,0,3,0,,0,,273,349,2,1509575.081,746.2140503,2.72054E-05
350,350,350,0,1000000,0,0,0,,0,3,0,,0,,274,350,2,1509575.081,746.2140503,2.72054E-05
351,351,351,0,1000000,0,0,0,,0,3,0,,0,,275,351,2,1509575.081,746.2140503,2.72054E-05
352,352,352,0,1000000,1,0,3,,0,2,2,,2,,276,352,2,1509575.081,746.2140198,2.72054E-05
353,353,353,0,1000000,3,0,2,,0,3,3,,3,,277,353,4,3019150.162,753.5563965,2.74731E-05
354,354,354,0,1000000,2,0,0,,0,3,3,,3,,278,354,2,1509575.081,782.7962036,2.85391E-05
355,355,355,0,1000000,0,0,0,,0,3,0,,0,,279,355,2,1509575.081,1006.471161,3.66938E-05
356,356,356,0,1000000,0,0,0,,0,3,0,,0,,280,356,2,1509575.081,1010.755646,3.685E-05
357,357,357,0,1000000,0,0,0,,0,3,0,,0,,281,357,2,1509575.081,1010.755615,3.685E-05
358,358,358,0,1000000,0,0,0,,0,3,0,,0,,282,358,2,1509575.081,1010.755646,3.685E-05
359,359,359,0,1000000,0,0,0,,0,3,0,,0,,283,359,2,1509575.081,1010.755585,3.685E-05
360,360,360,0,1000000,0,0,0,,0,3,0,,0,,284,360,4,3019150.162,1116.360931,4.07001E-05
361,361,361,0,1000000,0,0,1,,0,2,2,,2,,285,361,2,1509575.081,1217.754089,4.43967E-05
362,362,362,0,1000000,1,0,2,,0,2,2,,2,,286,362,2,1509575.081,1257.959595,4.58625E-05
363,363,363,0,1000000,0,0,1,,0,2,2,,2,,287,363,2,1509575.081,1257.959534,4.58625E-05
364,364,364,0,1000000,0,0,0,,0,3,0,,0,,288,364,2,1509575.081,1250.818359,4.56022E-05
365,365,365,0,1000000,1,0,0,,0,3,3,,3,,289,365,2,1509575.081,1216.137695,4.43378E-05
366,366,366,0,1000000,0,0,0,,0,3,0,,0,,290,366,4,3019150.162,1081.905426,3.9444E-05
367,367,367,0,1000000,1,0,0,,0,3,3,,3,,291,367,2,1509575.081,1006.636169,3.66998E-05
368,368,368,0,1000000,1,0,0,,0,3,3,,3,,292,368,2,1509575.081,999.9732056,3.64569E-05
369,369,369,0,1000000,0,0,0,,0,3,0,,0,,293,369,2,1509575.081,984.7880554,3.59033E-05
370,370,370,0,1000000,0,0,0,,0,3,0,,0,,294,370,2,1509575.081,905.9665222,3.30296E-05
371,371,371,0,1000000,0,0,1,,0,2,2,,2,,295,371,2,1509575.081,885.3871765,3.22793E-05
372,372,372,0,1000000,0,0,0,,0,3,0,,0,,296,372,2,1509575.081,877.9451294,3.2008E-05
373,373,373,0,1000000,0,0,0,,0,3,0,,0,,297,373,4,3019150.162,877.9451294,3.2008E-05
374,374,374,0,1000000,0,0,1,,0,2,2,,2,,298,374,2,1509575.081,877.9451294,3.2008E-05
375,375,375,0,1000000,3,0,0,,0,3,3,,3,,299,375,2,1509575.081,877.9451294,3.2008E-05
376,376,376,0,1000000,0,0,0,,0,3,0,,0,,300,376,2,1509575.081,1014.355286,3.69812E-05
377,377,377,0,1000000,0,0,0,,0,3,0,,0,,301,377,2,1509575.081,1047.052002,3.81733E-05
378,378,378,0,1000000,0,0,0,,0,3,0,,0,,302,378,2,1509575.081,1492.924805,5.44289E-05
379,379,379,0,1000000,7,0,2,,0,3,3,,3,,303,379,2,1509575.081,1512.610046,5.51465E-05
380,380,380,0,1000000,20,0,3,,0,3,3,,3,,0,0,0,0,0,0
381,381,381,0,1000000,5,0,2,,0,3,3,,3,,0,0,0,0,0,0
382,382,382,0,1000000,2,0,0,,0,3,3,,3,,0,0,0,0,0,0
383,383,383,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
384,384,384,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
385,385,385,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
386,386,386,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
387,387,387,0,1000000,0,0,0,,0,3,0,,0,,304,387,1,754787.5404,1034.144775,3.77027E-05
388,388,388,0,1000000,0,0,0,,0,3,0,,0,,305,388,1,754787.5404,1020.369995,3.72005E-05
389,389,389,0,1000000,0,0,0,,0,3,0,,0,,306,389,1,754787.5404,1040.155151,3.79218E-05
390,390,390,0,1000000,0,0,0,,0,3,0,,0,,307,390,2,1509575.081,1040.155151,3.79218E-05
391,391,391,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
392,392,392,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
393,393,393,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
394,394,394,0,1000000,0,0,0,,0,3,0,,0,,308,394,1,754787.5404,1060.092529,3.86487E-05
395,395,395,0,1000000,0,0,0,,0,3,0,,0,,309,395,1,754787.5404,746.2139893,2.72054E-05
396,396,396,0,1000000,0,0,0,,0,3,0,,0,,310,396,1,754787.5404,746.2140503,2.72054E-05
397,397,397,0,1000000,0,0,0,,0,3,0,,0,,311,397,1,754787.5404,746.2140503,2.72054E-05
398,398,398,0,1000000,0,0,0,,0,3,0,,0,,312,398,2,1509575.081,746.2140503,2.72054E-05
399,399,399,0,1000000,3,0,2,,0,3,3,,3,,313,399,1,754787.5404,746.2141113,2.72054E-05
400,400,400,0,1000000,1,0,0,,0,3,3,,3,,314,400,1,754787.5404,746.2139893,2.72054E-05
401,401,401,0,1000000,0,0,0,,0,3,0,,0,,315,401,1,754787.5404,746.2141113,2.72054E-05
402,402,402,0,1000000,0,0,0,,0,3,0,,0,,316,402,1,754787.5404,746.2140503,2.72054E-05
403,403,403,0,1000000,0,0,1,,0,2,2,,2,,317,403,1,754787.5404,746.2140503,2.72054E-05
404,404,404,0,1000000,4,0,1,,0,3,3,,3,,318,404,1,754787.5404,746.2140503,2.72054E-05
405,405,405,0,1000000,6,0,1,,0,3,3,,3,,319,405,2,1509575.081,746.2140503,2.72054E-05
406,406,406,0,1000000,0,0,0,,0,3,0,,0,,320,406,1,754787.5404,746.2139893,2.72054E-05
407,407,407,0,1000000,0,0,0,,0,3,0,,0,,321,407,1,754787.5404,801.0015259,2.92028E-05
408,408,408,0,1000000,0,0,0,,0,3,0,,0,,322,408,1,754787.5404,911.572998,3.3234E-05
409,409,409,0,1000000,0,0,0,,0,3,0,,0,,323,409,1,754787.5404,1010.755676,3.685E-05
410,410,410,0,1000000,1,0,0,,0,3,3,,3,,324,410,1,754787.5404,1010.755676,3.685E-05
411,411,411,0,1000000,0,0,0,,0,3,0,,0,,325,411,1,754787.5404,1027.616455,3.74647E-05
412,412,412,0,1000000,2,0,6,,0,2,2,,2,,326,412,2,1509575.081,1228.963196,4.48054E-05
413,413,413,0,1000000,0,0,0,,0,3,0,,0,,327,413,1,754787.5404,1257.959473,4.58625E-05
414,414,414,0,1000000,0,0,0,,0,3,0,,0,,328,414,1,754787.5404,1257.959595,4.58625E-05
415,415,415,0,1000000,0,0,1,,0,2,2,,2,,329,415,1,754787.5404,1257.959595,4.58625E-05
416,416,416,0,1000000,0,0,0,,0,3,0,,0,,330,416,1,754787.5404,1257.959595,4.58625E-05
417,417,417,0,1000000,0,0,0,,0,3,0,,0,,331,417,1,754787.5404,1257.959595,4.58625E-05
418,418,418,0,1000000,0,0,0,,0,3,0,,0,,332,418,2,1509575.081,1113.12384,4.05821E-05
419,419,419,0,1000000,0,0,0,,0,3,0,,0,,333,419,1,754787.5404,877.9451294,3.2008E-05
420,420,420,0,1000000,0,0,0,,0,3,0,,0,,334,420,1,754787.5404,877.9451294,3.2008E-05
421,421,421,0,1000000,0,0,1,,0,2,2,,2,,335,421,1,754787.5404,877.9450684,3.2008E-05
422,422,422,0,1000000,0,0,0,,0,3,0,,0,,336,422,1,754787.5404,877.9450684,3.2008E-05
423,423,423,0,1000000,6,0,7,,0,2,2,,2,,337,423,1,754787.5404,877.9451294,3.2008E-05
424,424,424,0,1000000,0,0,0,,0,3,0,,0,,338,424,1,754787.5404,877.9451294,3.2008E-05
425,425,425,0,1000000,0,0,0,,0,3,0,,0,,339,425,2,1509575.081,877.9451294,3.2008E-05
426,426,426,0,1000000,0,0,0,,0,3,0,,0,,340,426,1,754787.5404,877.9451294,3.2008E-05
427,427,427,0,1000000,7,1,1,,1,1,1,,1,,341,427,1,754787.5404,883.413208,3.22074E-05
428,428,428,0,1000000,2,0,2,,0,3,3,,3,,342,428,1,754787.5404,1047.246948,3.81804E-05
429,429,429,0,1000000,0,0,1,,0,2,2,,2,,343,429,1,754787.5404,1150.16687,4.19326E-05
430,430,430,0,1000000,25,0,34,,0,2,2,,2,,344,430,1,754787.5404,1459.673218,5.32166E-05
431,431,431,0,1000000,6,0,9,,0,2,2,,2,,345,431,2,1509575.081,1512.609985,5.51465E-05
432,432,432,0,1000000,7,1,2,,1,1,1,,1,,346,432,1,754787.5404,1512.610107,5.51465E-05
433,433,433,0,1000000,1,0,0,,0,3,3,,3,,347,433,1,754787.5404,1512.609985,5.51465E-05
434,434,434,0,1000000,0,0,0,,0,3,0,,0,,348,434,1,754787.5404,356.2583618,1.29884E-05
435,435,435,0,1000000,0,0,0,,0,3,0,,0,,349,435,1,754787.5404,356.2583923,1.29884E-05
436,436,436,0,1000000,1,0,0,,0,3,3,,3,,350,436,1,754787.5404,356.2583923,1.29884E-05
437,437,437,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
438,438,438,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
439,439,439,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
440,440,440,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
441,441,441,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
442,442,442,0,1000000,0,0,0,,0,3,0,,0,,351,442,1,754787.5404,1031.231812,3.75965E-05
443,443,443,0,1000000,0,0,0,,0,3,0,,0,,352,443,1,754787.5404,1040.155151,3.79218E-05
444,444,444,0,1000000,0,0,0,,0,3,0,,0,,353,444,1,754787.5404,1040.155151,3.79218E-05
445,445,445,0,1000000,0,0,0,,0,3,0,,0,,354,445,2,1509575.081,1040.155151,3.79218E-05
446,446,446,0,1000000,0,0,0,,0,3,0,,0,,355,446,1,754787.5404,1040.155151,3.79218E-05
447,447,447,0,1000000,0,0,0,,0,3,0,,0,,356,447,1,754787.5404,1046.790039,3.81637E-05
448,448,448,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
449,449,449,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
450,450,450,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
451,451,451,0,1000000,0,0,0,,0,3,0,,0,,357,451,1,754787.5404,1100.220459,4.01117E-05
452,452,452,0,1000000,0,0,0,,0,3,0,,0,,358,452,1,754787.5404,746.2140503,2.72054E-05
453,453,453,0,1000000,0,0,0,,0,3,0,,0,,359,453,1,754787.5404,746.2140503,2.72054E-05
454,454,454,0,1000000,0,0,0,,0,3,0,,0,,360,454,1,754787.5404,746.2140503,2.72054E-05
455,455,455,0,1000000,0,0,0,,0,3,0,,0,,361,455,1,754787.5404,746.2139893,2.72054E-05
456,456,456,0,1000000,0,0,0,,0,3,0,,0,,362,456,2,1509575.081,746.2140198,2.72054E-05
457,457,457,0,1000000,0,0,0,,0,3,0,,0,,363,457,1,754787.5404,746.2140503,2.72054E-05
458,458,458,0,1000000,0,0,0,,0,3,0,,0,,364,458,1,754787.5404,746.2140503,2.72054E-05
459,459,459,0,1000000,0,0,0,,0,3,0,,0,,365,459,1,754787.5404,746.2140503,2.72054E-05
460,460,460,0,1000000,1,0,0,,0,3,3,,3,,366,460,1,754787.5404,746.2140503,2.72054E-05
461,461,461,0,1000000,0,0,0,,0,3,0,,0,,367,461,1,754787.5404,746.2139893,2.72054E-05
462,462,462,0,1000000,0,0,1,,0,2,2,,2,,368,462,1,754787.5404,746.2140503,2.72054E-05
463,463,463,0,1000000,0,0,0,,0,3,0,,0,,369,463,2,1509575.081,746.2140503,2.72054E-05
464,464,464,0,1000000,0,0,1,,0,2,2,,2,,370,464,1,754787.5404,746.2140503,2.72054E-05
465,465,465,0,1000000,0,0,0,,0,3,0,,0,,371,465,1,754787.5404,746.2139893,2.72054E-05
466,466,466,0,1000000,0,0,0,,0,3,0,,0,,372,466,1,754787.5404,858.168457,3.1287E-05
467,467,467,0,1000000,0,0,0,,0,3,0,,0,,373,467,1,754787.5404,1010.755554,3.685E-05
468,468,468,0,1000000,0,0,0,,0,3,0,,0,,374,468,1,754787.5404,1010.755554,3.685E-05
469,469,469,0,1000000,1,0,0,,0,3,3,,3,,375,469,1,754787.5404,1224.275391,4.46345E-05
470,470,470,0,1000000,0,0,0,,0,3,0,,0,,376,470,2,1509575.081,1257.959534,4.58625E-05
471,471,471,0,1000000,0,0,0,,0,3,0,,0,,377,471,1,754787.5404,1257.959473,4.58625E-05
472,472,472,0,1000000,2,0,1,,0,3,3,,3,,378,472,1,754787.5404,1257.959595,4.58625E-05
473,473,473,0,1000000,0,0,3,,0,2,2,,2,,379,473,1,754787.5404,1257.959595,4.58625E-05
474,474,474,0,1000000,0,0,0,,0,3,0,,0,,380,474,1,754787.5404,1257.959473,4.58625E-05
475,475,475,0,1000000,0,0,0,,0,3,0,,0,,381,475,1,754787.5404,1257.959595,4.58625E-05
476,476,476,0,1000000,0,0,0,,0,3,0,,0,,382,476,2,1509575.081,1113.12384,4.05821E-05
477,477,477,0,1000000,0,0,0,,0,3,0,,0,,383,477,1,754787.5404,877.9451294,3.2008E-05
478,478,478,0,1000000,1,0,0,,0,3,3,,3,,384,478,1,754787.5404,877.9451294,3.2008E-05
479,479,479,0,1000000,0,0,0,,0,3,0,,0,,385,479,1,754787.5404,877.9450684,3.2008E-05
480,480,480,0,1000000,2,0,0,,0,3,3,,3,,386,480,1,754787.5404,877.9450684,3.2008E-05
481,481,481,0,1000000,0,0,0,,0,3,0,,0,,387,481,1,754787.5404,877.9450684,3.2008E-05
482,482,482,0,1000000,0,0,1,,0,2,2,,2,,388,482,1,754787.5404,877.9451294,3.2008E-05
483,483,483,0,1000000,0,0,1,,0,2,2,,2,,389,483,2,1509575.081,877.9451294,3.2008E-05
484,484,484,0,1000000,0,0,0,,0,3,0,,0,,390,484,1,754787.5404,877.9451294,3.2008E-05
485,485,485,0,1000000,1,0,0,,0,3,3,,3,,391,485,1,754787.5404,914.8566284,3.33537E-05
486,486,486,0,1000000,0,0,1,,0,2,2,,2,,392,486,1,754787.5404,1048.905273,3.82409E-05
487,487,487,0,1000000,4,0,2,,0,3,3,,3,,393,487,1,754787.5404,1494.003784,5.44682E-05
488,488,488,0,1000000,5,1,2,,1,1,1,,1,,394,488,1,754787.5404,1512.610107,5.51465E-05
489,489,489,0,1000000,3,0,32,,0,2,2,,2,,395,489,2,1509575.081,1512.610046,5.51465E-05
490,490,490,0,1000000,4,0,16,,0,2,2,,2,,396,490,1,754787.5404,1512.610107,5.51465E-05
491,491,491,0,1000000,0,0,2,,0,2,2,,2,,397,491,1,754787.5404,356.2583618,1.29884E-05
492,492,492,0,1000000,0,0,0,,0,3,0,,0,,398,492,1,754787.5404,356.2583923,1.29884E-05
493,493,493,0,1000000,0,0,1,,0,2,2,,2,,399,493,1,754787.5404,356.2583923,1.29884E-05
494,494,494,0,1000000,0,0,2,,0,2,2,,2,,400,494,1,754787.5404,356.2583923,1.29884E-05
495,495,495,0,1000000,0,0,0,,0,3,0,,0,,401,495,1,754787.5404,356.2583923,1.29884E-05
496,496,496,0,1000000,0,0,0,,0,3,0,,0,,402,496,2,1509575.081,356.2583771,1.29884E-05
497,497,497,0,1000000,0,0,0,,0,3,0,,0,,403,497,1,754787.5404,356.2583923,1.29884E-05
498,498,498,0,1000000,0,0,0,,0,3,0,,0,,404,498,1,754787.5404,356.2583923,1.29884E-05
499,499,499,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
500,500,500,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
501,501,501,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
502,502,502,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
503,503,503,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
504,504,504,0,1000000,0,0,0,,0,3,0,,0,,0,0,0,0,0,0
505,505,505,0,1000000,0,0,0,,0,3,0,,0,,405,505,1,754787.5404,1040.155151,3.79218E-05
506,506,506,0,1000000,0,0,0,,0,3,0,,0,,406,506,1,754787.5404,1040.155151,3.79218E-05
507,507,507,0,1000000,0,0,0,,0,3,0,,0,,407,507,2,1509575.081,1040.155151,3.79218E-05
508,508,508,0,1000000,0,0,0,,0,3,0,,0,,408,508,1,754787.5404,1040.155151,3.79218E-05
509,509,509,0,1000000,0,0,0,,0,3,0,,0,,409,509,1,754787.5404,1040.155151,3.79218E-05
510,510,510,0,1000000,0,0,0,,0,3,0,,0,,410,510,1,754787.5404,1040.155151,3.79218E-05
511,511,511,0,1000000,0,0,0,,0,3,0,,0,,411,511,1,754787.5404,1112.618896,4.05637E-05
512,512,512,0,1000000,0,0,2,,0,2,2,,2,,412,512,1,754787.5404,1131.811035,4.12634E-05
513,513,513,0,1000000,0,0,0,,0,3,0,,0,,413,513,1,754787.5404,1105.382568,4.02999E-05
514,514,514,0,1000000,0,0,0,,0,3,0,,0,,414,514,2,1509575.081,1059.550964,3.8629E-05
515,515,515,0,1000000,0,0,0,,0,3,0,,0,,415,515,1,754787.5404,1006.357849,3.66897E-05
516,516,516,0,1000000,0,0,0,,0,3,0,,0,,416,516,1,754787.5404,1016.485352,3.70589E-05
517,517,517,0,1000000,0,0,0,,0,3,0,,0,,417,517,1,754787.5404,792.0024414,2.88747E-05
518,518,518,0,1000000,0,0,0,,0,3,0,,0,,418,518,1,754787.5404,746.2140503,2.72054E-05
519,519,519,0,1000000,0,0,0,,0,3,0,,0,,419,519,1,754787.5404,746.2140503,2.72054E-05
520,520,520,0,1000000,0,0,0,,0,3,0,,0,,420,520,2,1509575.081,746.2140503,2.72054E-05
521,521,521,0,1000000,0,0,0,,0,3,0,,0,,421,521,1,754787.5404,746.2139893,2.72054E-05
522,522,522,0,1000000,0,0,0,,0,3,0,,0,,422,522,1,754787.5404,746.2140503,2.72054E-05
523,523,523,0,1000000,0,0,0,,0,3,0,,0,,423,523,1,754787.5404,746.2140503,2.72054E-05
524,524,524,0,1000000,0,0,0,,0,3,0,,0,,424,524,1,754787.5404,746.2208252,2.72056E-05
525,525,525,0,1000000,0,0,1,,0,2,2,,2,,425,525,1,754787.5404,746.2140503,2.72054E-05
526,526,526,0,1000000,0,0,1,,0,2,2,,2,,426,526,1,754787.5404,746.2139893,2.72054E-05
527,527,527,0,1000000,0,0,0,,0,3,0,,0,,427,527,2,1509575.081,746.2140503,2.72054E-05
528,528,528,0,1000000,0,0,0,,0,3,0,,0,,428,528,1,754787.5404,746.2140503,2.72054E-05
